"","amount","duration","payments","status","frequency","region","inhab","mun499","mun1999","mun9999","mun10000","cities","ratio_urban","avg_salary","unempl95","unempl96","ratio_entr","crimes95","crimes96","gender","acc_m","age","avg_balance","avg_amtC","avg_amtW","remittance","cash_c","cash_w"
"301",22968,"36",638,"0","Monthly","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"F",4,46,39637.224497992,4153.15,1438.71,103,43,73
"302",262980,"60",4383,"0","Monthly","central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,"F",12,30,63325.4987124464,14119.58,9127.43,26,57,112
"303",372120,"60",6202,"0","Monthly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"M",22,51,65701.5622535211,17853.72,11558.89,26,94,187
"304",86184,"12",7182,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",7,55,50556.8085501859,22610.23,7907.68,70,3,118
"305",86184,"12",7182,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",7,55,47496.0817843866,22604.59,7924.85,70,3,127
"306",192744,"36",5354,"0","Monthly","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"M",4,32,47651.1524064171,14449.64,8052.13,26,39,91
"307",68544,"24",2856,"0","Weekly","north Bohemia",114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,"M",8,20,49882.2608974359,15374.26,4289.85,143,4,97
"308",88440,"12",7370,"0","AfterTrans","north Bohemia",128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,"F",5,51,52603.1404040404,16269.06,10510.08,12,47,105
"309",110112,"24",4588,"0","Monthly","south Moravia",107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,"M",11,33,54492.8791338583,16230.85,9760.41,56,60,102
"310",110136,"24",4589,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",18,38,48492.1036885246,15081.54,8259.41,55,50,101
"311",276300,"60",4605,"0","Monthly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"M",16,20,36227.4018315018,4277.27,2966.94,62,80,90
"312",359760,"60",5996,"0","Monthly","east Bohemia",161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,"M",15,17,42951.0679324895,12294.84,6843.18,54,54,95
"313",321180,"60",5353,"0","Monthly","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"M",7,60,36220.7300970874,16398.09,8461.25,54,5,81
"314",46176,"48",962,"0","Monthly","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"M",5,30,53416.4747252747,9445.03,4344.52,51,34,67
"315",421008,"48",8771,"0","Monthly","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"M",10,43,49500.0021929825,9870.35,5989.16,56,56,78
"316",72120,"12",6010,"0","Monthly","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"F",20,44,76453.6076923077,19480.15,9926.38,12,2,147
"317",228276,"36",6341,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",5,35,36799.7760479042,7898.91,4801.83,25,35,76
"318",182640,"48",3805,"0","Monthly","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"F",8,54,27296.2162895928,12161.49,5289.76,82,2,71
"319",61560,"12",5130,"0","Weekly","west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"M",10,53,33462.4689781022,16514.75,5679.33,107,1,94
"320",179328,"48",3736,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"M",10,23,35846.1898678414,12423.03,5668.95,56,37,99
"321",155616,"48",3242,"0","Monthly","central Bohemia",92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,"F",7,37,31852.1700564972,10351.66,6121.73,25,3,85
"322",417600,"60",6960,"0","AfterTrans","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,"M",13,26,56297.6613861386,14066.55,9774.14,25,46,69
"323",123408,"24",5142,"0","AfterTrans","north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"M",12,32,53253.451863354,12291.77,5257.53,144,63,62
"324",155616,"48",3242,"0","Monthly","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"F",23,25,46860.13203125,6370.43,3579.66,111,50,129
"325",222180,"60",3703,"1","Monthly","west Bohemia",45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,"M",12,57,34328.6867346939,9300.05,6131.97,20,42,97
"326",45024,"48",938,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",7,39,40796.0275303644,7722.99,4551.35,78,32,75
"327",115812,"36",3217,"0","Monthly","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"M",19,43,60348.873943662,14861.76,9501.06,24,70,146
"328",129408,"24",5392,"0","Monthly","north Moravia",106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,"F",14,34,30469.9404069767,8447.79,2455.28,160,43,103
"329",93960,"60",1566,"0","Monthly","east Bohemia",77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,"M",15,34,55425.1325088339,13127,4698.63,91,40,114
"330",260640,"36",7240,"1","Monthly","west Bohemia",58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089,1117,"F",16,47,48178.84375,15494.35,6187.32,138,64,111
"331",232560,"48",4845,"0","AfterTrans","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"F",21,57,34838.1282973621,15416.57,4172.34,180,4,145
"332",221880,"60",3698,"0","Monthly","central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"F",10,53,51147.9622073579,11874.73,3218.76,139,2,92
"333",38520,"12",3210,"0","Monthly","east Bohemia",95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,"M",19,57,17777.0782786885,2640.37,2067.37,51,68,82
"334",68340,"60",1139,"0","Monthly","central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,"M",20,43,50175.3202247191,13131.77,6074.58,61,45,118
"335",23184,"12",1932,"0","Monthly","south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,"F",10,17,36277.5642201835,2921.16,2614.89,12,45,95
"336",390096,"48",8127,"0","Monthly","east Bohemia",112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,"M",5,18,47488.1052631579,12360.88,6292.92,46,34,60
"337",186300,"60",3105,"0","Weekly","south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,"M",13,49,61704.8166666667,13165.44,8901.07,87,77,125
"338",67320,"36",1870,"0","Monthly","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"M",16,25,23287.6537953795,5605.85,2465.73,128,17,80
"339",117420,"60",1957,"0","Monthly","east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,"M",7,30,30180.1483568075,10741.83,4114.14,73,33,77
"340",53076,"12",4423,"0","Monthly","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"M",11,48,33872.480733945,7610.28,4281.58,41,48,93
"341",415800,"60",6930,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",9,47,46116.7296296296,15574.87,10988.1,23,50,85
"342",247920,"48",5165,"1","Monthly","north Moravia",106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,"F",9,39,48419.5657657658,10105.93,8178.04,11,26,47
"343",146064,"24",6086,"0","Monthly","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"F",5,43,43421.252173913,13803.49,6159.34,91,45,66
"344",116832,"12",9736,"0","Monthly","south Bohemia",103347,87,16,7,1,7,67,9104,1.51,2.07,123,2299,2354,"F",9,48,26965.392,6133,4675.22,40,58,70
"345",317520,"60",5292,"0","Monthly","central Bohemia",77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,"F",10,29,47649.7986622074,12916.73,3564.89,136,35,95
"346",73260,"60",1221,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",5,56,32637.2605263158,8745.89,3818.94,69,33,60
"347",475680,"48",9910,"0","Monthly","north Bohemia",159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,"F",4,30,46895.2776397516,11493.28,6600.89,44,36,52
"348",44304,"24",1846,"0","Monthly","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"M",10,30,57288.2482905983,7729.17,2608.85,78,35,89
"349",72504,"24",3021,"0","Monthly","west Bohemia",122603,25,21,6,2,8,80,8991,1.39,2.01,128,5198,5273,"F",10,46,40649.6976666667,11409.01,3478.12,146,39,82
"350",59136,"48",1232,"0","Monthly","west Bohemia",170449,0,0,0,1,1,100,10787,2.64,3.09,131,6041,6261,"F",8,17,25197.9228571429,2604.25,1770.66,22,48,74
"351",71976,"24",2999,"1","AfterTrans","east Bohemia",161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,"M",18,31,45866.5211221122,11718.86,9377.3,21,58,146
"352",35904,"48",748,"0","Monthly","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"M",9,51,17013.8696850394,2739.8,1021.68,128,43,52
"353",88704,"48",1848,"0","Monthly","west Bohemia",87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,"F",22,36,17325.22,3409.77,2213.33,62,61,93
"354",119136,"48",2482,"0","Monthly","north Bohemia",114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,"F",21,33,54140.816015625,12649.87,6736.19,22,52,139
"355",150180,"60",2503,"0","Weekly","south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,"M",6,59,63042.460952381,19074.81,10060.92,65,51,69
"356",90180,"36",2505,"0","Monthly","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"M",4,36,29359.9611842105,7947.86,4300.97,44,3,53
"357",67464,"12",5622,"0","Monthly","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"M",11,61,52673.5157894737,17977.24,9199.46,12,2,110
"358",67464,"12",5622,"0","Monthly","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"M",11,61,55795.2157894737,17983.15,9213.39,12,2,110
"359",341280,"60",5688,"0","Monthly","central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"M",13,47,44112.2878787879,19935.66,11005.31,22,1,99
"360",83280,"48",1735,"0","Monthly","north Bohemia",114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,"F",20,55,42474.9993006993,5720.18,4221.75,21,45,133
"361",97176,"24",4049,"0","Monthly","central Bohemia",112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,"F",4,42,58574.9725490196,24776.69,12796.27,21,1,74
"362",162624,"48",3388,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",19,39,36298.7486394558,10538.85,4238.59,94,6,112
"363",22932,"36",637,"0","Monthly","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"F",7,43,40347.106372549,6833.18,2445.85,71,31,73
"364",17184,"12",1432,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",10,52,32435.2546875,6109.15,2123.58,93,39,92
"365",66696,"24",2779,"1","Monthly","central Bohemia",75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,"F",7,30,28485.7248322148,13110.49,7298.98,15,28,81
"366",76080,"12",6340,"0","Monthly","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"F",12,17,60857.0804597701,20089.51,6902.64,70,3,112
"367",84288,"48",1756,"0","Monthly","south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,"F",4,19,33258.0778443114,6361.28,2701.2,62,29,51
"368",67980,"12",5665,"0","Monthly","south Moravia",125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,"F",3,51,44826.9197530864,6486.64,5076.19,12,26,74
"369",94488,"24",3937,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",8,38,61186.5841085271,16087.51,8178.89,75,58,95
"370",91632,"12",7636,"0","Monthly","south Bohemia",74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,"M",12,53,17875.2830434783,3782.76,2698.95,69,65,63
"372",84600,"36",2350,"1","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"M",6,58,57086.6063492063,14947.85,10899.02,20,56,86
"373",74040,"12",6170,"0","Monthly","north Moravia",182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,"F",21,41,49231.1843828715,12393.26,3533.64,164,49,142
"374",102240,"60",1704,"0","Monthly","south Moravia",109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,"F",20,51,38258,4975.98,2933.11,57,65,96
"375",148140,"36",4115,"0","Weekly","central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,"F",20,35,42941.0075,12775.32,6855.18,21,5,132
"376",18720,"60",312,"0","Monthly","west Bohemia",88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,"M",8,36,41621.6993975904,6925.98,3513.23,21,31,69
"377",27456,"12",2288,"0","Weekly","north Moravia",161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,"M",8,29,49256.0897810219,18064.28,7340.88,90,53,102
"378",164256,"48",3422,"0","Monthly","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"M",15,24,52243.1477272727,10356.06,9093.48,20,57,116
"379",293880,"60",4898,"1","Weekly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"F",17,22,55195.5419642857,15714.68,10855.53,16,61,111
"380",98304,"12",8192,"0","Monthly","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"M",17,26,73271.6882113821,24374.4,12236.44,12,9,145
"381",399120,"60",6652,"0","Monthly","north Moravia",138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,"F",15,54,39458.0246753247,7580.3,5869.9,20,37,65
"382",196800,"24",8200,"1","Monthly","central Bohemia",112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,"F",6,36,58574.1289308176,26127.26,13144.06,19,2,86
"383",99936,"24",4164,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",19,31,63444.4299711816,10182.84,6597.15,89,62,111
"384",124344,"36",3454,"0","Monthly","east Bohemia",161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,"F",20,17,32102.031661442,10024.17,3933.34,131,51,96
"385",39024,"12",3252,"0","Monthly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"M",17,60,53534.155234657,13754.13,6543.23,82,53,103
"386",307200,"60",5120,"1","Monthly","south Moravia",107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,"M",12,35,31669.1150289017,13174.89,8544.77,10,37,94
"387",50112,"24",2088,"0","Monthly","east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,"M",3,49,34675.3153439153,5493.45,3152.11,76,24,42
"388",239160,"60",3986,"0","Monthly","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"M",14,50,33274.1756013746,12709.37,3903.33,138,2,83
"389",66840,"24",2785,"0","AfterTrans","south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,"F",15,58,39265.5730941704,19123.3,9327.24,51,4,98
"390",335280,"48",6985,"0","Weekly","south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,"F",15,44,40543.7669456067,22518.83,9067.58,80,1,88
"391",53232,"48",1109,"0","Monthly","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"M",21,32,34816.9213114754,4532.25,1778.68,93,50,121
"392",76992,"24",3208,"0","Monthly","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"M",4,31,48684.2896341463,13373.25,9017.44,20,43,76
"393",39576,"12",3298,"0","Monthly","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"F",11,32,26055.6617647059,7169.3,4537.41,64,2,79
"394",220428,"36",6123,"0","Monthly","north Moravia",106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,"M",5,34,58814.7838509317,24916.19,11282.95,41,1,69
"395",159744,"48",3328,"0","Monthly","south Bohemia",70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,"F",9,24,51807.7226130653,15961.06,8260.47,62,46,66
"396",165168,"36",4588,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",15,38,46892.6375494071,13742.09,6164.94,79,14,91
"397",268320,"60",4472,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",8,44,18990.2219653179,6389.28,3241.77,67,32,46
"398",100260,"60",1671,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",22,29,52747.2037634409,13083.54,9103,19,43,80
"399",164196,"36",4561,"0","AfterTrans","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"F",15,40,56157.7221153846,15627.85,11035.96,41,61,79
"400",106944,"24",4456,"0","Monthly","south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,"F",4,44,40008.8526595745,16497.09,5722.42,78,2,60
"401",86880,"12",7240,"0","Monthly","south Bohemia",103347,87,16,7,1,7,67,9104,1.51,2.07,123,2299,2354,"F",11,57,44567.110625,23225.69,14175.28,12,1,87
"402",100080,"48",2085,"0","Monthly","south Moravia",114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,"F",3,31,29367.4157480315,6034.96,3924.09,36,8,39
"403",272220,"60",4537,"1","Monthly","west Bohemia",170449,0,0,0,1,1,100,10787,2.64,3.09,131,6041,6261,"F",10,50,35173.1014018692,8628.21,6552.16,63,38,57
"404",309660,"60",5161,"0","Monthly","east Bohemia",121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,"F",4,38,37136.6588957055,11144.56,7994.71,38,1,55
"405",188616,"24",7859,"0","Monthly","south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,"M",19,58,54125.5760869565,10366.02,10452.77,41,57,72
"406",213300,"60",3555,"0","Monthly","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"F",6,42,36255.6973154362,12307.59,5927.86,39,28,58
"407",207264,"48",4318,"0","AfterTrans","east Bohemia",95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,"M",9,34,50082.252688172,15752.34,9707.41,19,46,95
"408",87360,"24",3640,"0","Monthly","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"M",7,60,55385.6202020202,15987.09,8666.72,43,46,80
"409",466608,"48",9721,"0","Monthly","central Bohemia",77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,"F",19,51,43064.816509434,8479.12,5196.76,18,47,110
"410",385104,"48",8023,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"F",17,40,47677.0448559671,25866.97,10446.73,49,1,123
"411",42900,"12",3575,"0","Monthly","east Bohemia",121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,"M",21,32,54697.5832369942,15668.36,7912.57,84,79,138
"412",150912,"36",4192,"0","Monthly","east Bohemia",102609,75,33,2,3,6,52,8187,4.83,5.45,94,2123,2134,"F",11,21,55372.9464646465,12323.2,8313.2,18,52,99
"413",288720,"48",6015,"0","Monthly","east Bohemia",121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,"M",5,54,62931.238028169,19274.34,9646.94,18,1,74
"414",31620,"60",527,"0","Monthly","central Bohemia",112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,"M",8,57,34813.648447205,7156.56,3563.08,40,31,64
"415",34572,"12",2881,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",7,20,49152.7613793103,12384.45,8265.06,12,34,74
"416",33348,"12",2779,"0","Monthly","central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"F",12,26,45632.477245509,14833.49,10614.38,12,42,83
"417",285240,"60",4754,"0","Monthly","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"M",8,45,41142.7044554455,10366.61,6857.07,40,1,80
"418",88272,"48",1839,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",13,18,15259.5916666667,3999.21,3826.31,45,3,51
"419",305424,"48",6363,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",11,33,42387.5661971831,11405.03,5464.92,72,41,70
"420",233424,"36",6484,"0","Weekly","central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,"M",8,38,49418.361637931,20068.3,6099.67,106,4,70
"421",59448,"24",2477,"1","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"M",17,44,48328.8721014493,10677.57,8793.39,17,58,134
"422",74772,"36",2077,"0","AfterTrans","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,"M",12,36,22698.2177419355,6597.02,3395.35,44,4,76
"423",294384,"48",6133,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"F",18,30,66044.0058394161,17954.85,12825.28,18,79,141
"424",357840,"48",7455,"1","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"F",3,56,31241.49375,12270.92,8335.68,21,18,24
"425",369000,"60",6150,"0","Weekly","east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,"F",21,23,63669.2125,15380.91,6226.85,126,74,138
"426",210384,"48",4383,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",16,41,47845.264893617,12397.69,7710.81,40,45,71
"427",18324,"12",1527,"0","Monthly","south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,"F",14,46,29415.3005102041,11021.55,5162.52,40,33,91
"428",191088,"48",3981,"0","Monthly","east Bohemia",102609,75,33,2,3,6,52,8187,4.83,5.45,94,2123,2134,"M",13,34,32866.5937823834,9302.44,4553.89,17,37,108
"429",333648,"48",6951,"1","Monthly","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"F",10,21,49787.8561797753,12906.34,8562.02,61,55,99
"430",77808,"12",6484,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",3,41,54901.3034722222,15296.44,9753.68,12,36,75
"431",33144,"12",2762,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",6,17,24695.8871921182,5407.12,2931.15,67,28,62
"432",67608,"24",2817,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"F",6,34,23762.46,8954.03,5843.54,35,2,32
"433",41856,"48",872,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"F",14,36,41713.7003921569,9878.83,2973.09,98,32,92
"434",92400,"12",7700,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",15,23,42200.6558035714,10854.68,5483,68,45,76
"435",48312,"24",2013,"0","Monthly","east Bohemia",102609,75,33,2,3,6,52,8187,4.83,5.45,94,2123,2134,"M",16,38,32698.8761682243,6502.57,4619.06,46,27,75
"436",51360,"12",4280,"1","Monthly","south Moravia",117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,"F",12,51,47434.3204081633,17367.54,12668.26,11,54,101
"437",102876,"12",8573,"0","Monthly","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"M",15,55,39814.6109489051,9565.97,2842.2,121,35,81
"438",300600,"60",5010,"0","Monthly","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"F",13,33,48721.2764940239,15857.98,4832.95,90,3,92
"439",97980,"60",1633,"0","Monthly","west Bohemia",45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,"F",20,17,20668.4706563707,5735.96,2439.8,81,44,97
"440",99300,"60",1655,"0","Monthly","south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,"F",22,24,35984.9703422053,10033.14,3972.05,84,40,101
"441",100800,"24",4200,"1","Monthly","east Bohemia",102609,75,33,2,3,6,52,8187,4.83,5.45,94,2123,2134,"M",15,59,17675.3697183099,7797.35,2743.98,54,16,51
"442",116040,"60",1934,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"F",7,57,25973.5286624204,5681.48,2290.29,56,26,51
"443",153504,"48",3198,"0","Monthly","south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,"M",16,21,31061.45625,10250.46,4315.72,73,2,83
"444",76944,"12",6412,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",17,40,48722.6555160142,15700.16,7169.43,92,59,96
"445",202848,"48",4226,"0","Weekly","north Moravia",127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,"F",11,56,29765.2984375,12856.34,5918.31,63,6,67
"446",78600,"24",3275,"0","Monthly","east Bohemia",121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,"M",4,41,30019.8588709677,9270.27,6157.64,32,10,40
"447",57120,"48",1190,"0","Monthly","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,"M",9,39,48050.8903954802,4996.11,1951.13,58,34,53
"448",390660,"60",6511,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",10,19,68033.4464285714,19508.25,11746.44,40,61,95
"449",83628,"36",2323,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"F",7,19,26198.4171875,7426.27,4243.58,16,2,62
"450",83628,"36",2323,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"F",7,19,26644.303125,7426.86,4235.89,16,2,62
