"","amount","duration","payments","status","frequency","region","inhab","mun499","mun1999","mun9999","mun10000","cities","ratio_urban","avg_salary","unempl95","unempl96","ratio_entr","crimes95","crimes96","gender","acc_m","age","avg_balance","avg_amtC","avg_amtW","remittance","cash_c","cash_w"
"277",40.2,"60",67,"0","Monthly","central Bohemia",14.9893,63,29,6,2,6,67.4,97.53,4.64,5.05,109,52.44,58.92,"M",10,16,24.3446985130112,38.3463,25.4901,95,76,60
"278",25.3512,"36",70.42,"1","Weekly","south Moravia",10.8871,41,29,7,2,6,62.1,84.44,3.24,3.47,106,25.95,23.05,"F",7,51,31.3997335,108.373,65.0335,24,44,97
"279",7.146,"36",19.85,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",8,16,33.9566192982456,120.9046,53.9053,59,37,87
"280",2.9448,"12",24.54,"1","Monthly","north Moravia",22.6122,32,50,7,4,4,62.6,89.94,3.8,4.79,110,96.72,92.08,"M",3,48,13.4115995475113,53.5574,41.2183,11,6,113
"281",4.8744,"36",13.54,"0","Monthly","north Moravia",14.8545,8,35,12,3,4,53.5,89.09,4.01,5.56,113,34.6,35.9,"F",4,32,50.2849311320755,101.9831,44.4737,55,35,78
"282",18.102,"60",30.17,"0","Monthly","east Bohemia",7.8955,50,24,8,1,9,59,90.6,1.78,2.44,124,16.55,17.17,"F",18,30,41.2552174242424,95.1466,51.0644,27,7,140
"283",6.8832,"36",19.12,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",11,37,36.9057457142857,99.5338,45.1734,60,42,105
"284",7.4124,"36",20.59,"0","Weekly","central Bohemia",10.787,84,29,6,1,6,58,87.54,3.83,4.31,137,38.04,38.68,"F",17,57,55.798644591029,154.8003,55.9061,141,59,136
"285",17.4048,"48",36.26,"0","Monthly","east Bohemia",16.258,83,26,5,1,6,72.8,95.38,1.51,1.81,111,60.79,54.1,"F",11,44,66.2965331081081,116.7433,96.645,27,64,129
"286",19.494,"36",54.15,"0","Monthly","central Bohemia",11.2065,95,19,7,1,8,69.4,112.77,1.25,1.44,127,51.79,49.87,"M",15,31,52.6500368,132.7574,85.6048,27,57,124
"287",1.5192,"24",6.33,"0","Monthly","west Bohemia",12.2603,25,21,6,2,8,80,89.91,1.39,2.01,128,51.98,52.73,"F",22,23,27.4636982758621,75.9373,24.9916,159,54,144
"288",9.6168,"12",80.14,"0","Weekly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"F",20,24,60.0510687960688,84.9764,95.6083,9,79,177
"289",13.9464,"36",38.74,"1","Monthly","north Moravia",18.2027,17,49,12,2,7,56.4,87.46,3.33,3.74,90,43.55,44.33,"M",13,38,22.7384842105263,96.0054,63.5233,18,30,85
"290",5.4396,"36",15.11,"0","Monthly","south Moravia",11.0643,49,41,4,1,4,51.9,84.41,3.45,4.48,115,18.79,22.52,"M",6,57,59.3677047619048,40.3434,19.6023,27,43,86
"291",39.246,"60",65.41,"0","Monthly","central Bohemia",10.787,84,29,6,1,6,58,87.54,3.83,4.31,137,38.04,38.68,"F",22,15,67.1570309734513,203.1716,88.7914,72,8,159
"292",10.152,"12",84.6,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",8,19,22.3914972972973,66.2036,39.8041,43,37,70
"293",7.7184,"36",21.44,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",19,41,47.0509643939394,154.8213,93.9081,27,61,133
"294",7.0656,"48",14.72,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",9,44,26.8002315589354,53.91,36.3298,58,38,95
"295",6.4656,"48",13.47,"0","Monthly","west Bohemia",6.7298,71,19,10,0,7,43.8,85.61,0.65,1.29,110,10.29,11.27,"M",4,49,38.7475293814433,72.0803,31.4767,52,34,76
"296",39.612,"60",66.02,"0","Weekly","south Bohemia",5.1428,50,11,3,1,4,52.7,84.02,3.13,3.98,120,9.99,10.99,"F",18,46,59.7198381818182,206.0696,102.8454,26,6,152
"297",9.36,"24",39,"0","Monthly","central Bohemia",8.1344,61,23,4,2,6,55.3,88.99,3.39,3.97,149,29.87,24.87,"M",10,24,49.5134221453287,117.057,44.8063,117,47,87
"298",2.2968,"36",6.38,"0","Monthly","south Bohemia",9.3931,74,21,10,1,8,56.9,84.27,1.12,1.54,107,18.74,19.13,"F",4,46,39.637224497992,41.5315,14.3871,103,43,73
"299",26.298,"60",43.83,"0","Monthly","central Bohemia",5.3921,61,22,1,1,2,41.3,85.98,2.77,3.26,123,15.97,18.75,"F",12,30,63.3254987124464,141.1958,91.2743,26,57,112
"300",37.212,"60",62.02,"0","Monthly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"M",22,51,65.7015622535211,178.5372,115.5889,26,94,187
"301",8.6184,"12",71.82,"0","Monthly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"F",7,55,50.5568085501859,226.1023,79.0768,70,3,118
"302",8.6184,"12",71.82,"0","Monthly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"F",7,55,47.4960817843866,226.0459,79.2485,70,3,127
"303",19.2744,"36",53.54,"0","Monthly","south Moravia",14.5688,22,41,13,2,5,40.7,85.44,1.29,1.86,109,27.19,29.06,"M",4,32,47.6511524064171,144.4964,80.5213,26,39,91
"304",6.8544,"24",28.56,"0","Weekly","north Bohemia",11.4006,71,26,6,2,9,62.3,90.65,4.46,5.39,123,41.47,41.66,"M",8,20,49.8822608974359,153.7426,42.8985,143,4,97
"305",8.844,"12",73.7,"0","AfterTrans","north Bohemia",12.8118,9,16,6,3,8,85.3,93.17,6.49,7.07,97,69.49,68.72,"F",5,51,52.6031404040404,162.6906,105.1008,12,47,105
"306",11.0112,"24",45.88,"0","Monthly","south Moravia",10.7911,88,33,6,2,7,50.9,82.4,2.53,3.56,99,18.5,19.03,"M",11,33,54.4928791338583,162.3085,97.6041,56,60,102
"307",11.0136,"24",45.89,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",18,38,48.4921036885246,150.8154,82.5941,55,50,101
"308",27.63,"60",46.05,"0","Monthly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"M",16,20,36.2274018315018,42.7727,29.6694,62,80,90
"309",35.976,"60",59.96,"0","Monthly","east Bohemia",16.1854,73,21,6,1,6,76.3,94.25,1.72,2.5,125,40.85,38.91,"M",15,17,42.9510679324895,122.9484,68.4318,54,54,95
"310",32.118,"60",53.53,"0","Monthly","south Bohemia",17.7686,69,27,10,1,9,74.8,100.45,1.42,1.71,135,66.04,62.95,"M",7,60,36.2207300970874,163.9809,84.6125,54,5,81
"311",4.6176,"48",9.62,"0","Monthly","south Moravia",14.5688,22,41,13,2,5,40.7,85.44,1.29,1.86,109,27.19,29.06,"M",5,30,53.4164747252747,94.4503,43.4452,51,34,67
"312",42.1008,"48",87.71,"0","Monthly","south Bohemia",17.7686,69,27,10,1,9,74.8,100.45,1.42,1.71,135,66.04,62.95,"M",10,43,49.5000021929825,98.7035,59.8916,56,56,78
"313",7.212,"12",60.1,"0","Monthly","east Bohemia",13.9012,59,41,8,3,10,61.9,83.63,2.52,3.49,108,25.64,27.99,"F",20,44,76.4536076923077,194.8015,99.2638,12,2,147
"314",22.8276,"36",63.41,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",5,35,36.7997760479042,78.9891,48.0183,25,35,76
"315",18.264,"48",38.05,"0","Monthly","south Moravia",14.5688,22,41,13,2,5,40.7,85.44,1.29,1.86,109,27.19,29.06,"F",8,54,27.2962162895928,121.6149,52.8976,82,2,71
"316",6.156,"12",51.3,"0","Weekly","west Bohemia",5.1313,34,12,3,1,4,59.2,89.3,3.52,4.2,108,13.28,14.52,"M",10,53,33.4624689781022,165.1475,56.7933,107,1,94
"317",17.9328,"48",37.36,"0","Monthly","south Moravia",38.757,0,0,0,1,1,100,98.97,1.6,1.96,140,187.21,186.96,"M",10,23,35.8461898678414,124.2303,56.6895,56,37,99
"318",15.5616,"48",32.42,"0","Monthly","central Bohemia",9.2084,55,29,4,3,5,46.7,101.24,0.56,0.54,141,38.1,43.16,"F",7,37,31.8521700564972,103.5166,61.2173,25,3,85
"319",41.76,"60",69.6,"0","AfterTrans","south Moravia",15.7042,49,70,18,0,9,33.9,87.43,1.88,2.43,111,36.59,38.94,"M",13,26,56.2976613861386,140.6655,97.7414,25,46,69
"320",12.3408,"24",51.42,"0","AfterTrans","north Bohemia",11.9895,17,4,3,2,4,89.9,104.46,7.34,9.4,90,49.47,47.43,"M",12,32,53.253451863354,122.9177,52.5753,144,63,62
"321",15.5616,"48",32.42,"0","Monthly","north Moravia",22.6122,32,50,7,4,4,62.6,89.94,3.8,4.79,110,96.72,92.08,"F",23,25,46.86013203125,63.7043,35.7966,111,50,129
"322",22.218,"60",37.03,"1","Monthly","west Bohemia",4.5714,52,10,5,1,6,55.6,88.43,2.82,3.6,113,8.18,8.88,"M",12,57,34.3286867346939,93.0005,61.3197,20,42,97
"323",4.5024,"48",9.38,"0","Monthly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"F",7,39,40.7960275303644,77.2299,45.5135,78,32,75
"324",11.5812,"36",32.17,"0","Monthly","south Bohemia",9.3931,74,21,10,1,8,56.9,84.27,1.12,1.54,107,18.74,19.13,"M",19,43,60.348873943662,148.6176,95.0106,24,70,146
"325",12.9408,"24",53.92,"0","Monthly","north Moravia",10.6054,38,25,6,2,6,63.1,81.1,5.77,6.55,109,32.44,30.79,"F",14,34,30.4699404069767,84.4779,24.5528,160,43,103
"326",9.396,"60",15.66,"0","Monthly","east Bohemia",7.7917,85,19,6,1,5,53.5,83.9,2.28,2.89,132,20.8,21.22,"M",15,34,55.4251325088339,131.27,46.9863,91,40,114
"327",26.064,"36",72.4,"1","Monthly","west Bohemia",5.84,65,16,4,1,6,52.4,86.2,1.1,1.25,100,10.89,11.17,"F",16,47,48.17884375,154.9435,61.8732,138,64,111
"328",23.256,"48",48.45,"0","AfterTrans","south Bohemia",17.7686,69,27,10,1,9,74.8,100.45,1.42,1.71,135,66.04,62.95,"F",21,57,34.8381282973621,154.1657,41.7234,180,4,145
"329",22.188,"60",36.98,"0","Monthly","central Bohemia",8.1344,61,23,4,2,6,55.3,88.99,3.39,3.97,149,29.87,24.87,"F",10,53,51.1479622073579,118.7473,32.1876,139,2,92
"330",3.852,"12",32.1,"0","Monthly","east Bohemia",9.5907,87,25,5,2,7,59.1,83.88,2.41,2.94,87,16.58,16.68,"M",19,57,17.7770782786885,26.4037,20.6737,51,68,82
"331",6.834,"60",11.39,"0","Monthly","central Bohemia",14.9893,63,29,6,2,6,67.4,97.53,4.64,5.05,109,52.44,58.92,"M",20,43,50.1753202247191,131.3177,60.7458,61,45,118
"332",2.3184,"12",19.32,"0","Monthly","south Moravia",16.1954,21,37,20,3,8,48,87.2,3.73,4.5,116,37.29,36.51,"F",10,17,36.2775642201835,29.2116,26.1489,12,45,95
"333",39.0096,"48",81.27,"0","Monthly","east Bohemia",11.2709,48,20,7,3,10,73.5,83.69,1.79,2.31,117,28.54,26.18,"M",5,18,47.4881052631579,123.6088,62.9292,46,34,60
"334",18.63,"60",31.05,"0","Weekly","south Moravia",8.6513,38,36,5,1,5,50.5,82.88,3.79,4.52,110,15.62,14.6,"M",13,49,61.7048166666667,131.6544,89.0107,87,77,125
"335",6.732,"36",18.7,"0","Monthly","central Bohemia",9.5616,65,30,4,1,6,51.4,93.07,3.85,4.43,118,26.16,30.4,"M",16,25,23.2876537953795,56.0585,24.6573,128,17,80
"336",11.742,"60",19.57,"0","Monthly","east Bohemia",7.5685,31,28,5,1,9,60.8,82.08,1.89,2.26,155,16.6,21.23,"M",7,30,30.1801483568075,107.4183,41.1414,73,33,77
"337",5.3076,"12",44.23,"0","Monthly","south Bohemia",5.1428,50,11,3,1,4,52.7,84.02,3.13,3.98,120,9.99,10.99,"M",11,48,33.872480733945,76.1028,42.8158,41,48,93
"338",41.58,"60",69.3,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",9,47,46.1167296296296,155.7487,109.881,23,50,85
"339",24.792,"48",51.65,"1","Monthly","north Moravia",10.6054,38,25,6,2,6,63.1,81.1,5.77,6.55,109,32.44,30.79,"F",9,39,48.4195657657658,101.0593,81.7804,11,26,47
"340",14.6064,"24",60.86,"0","Monthly","north Moravia",32.387,0,0,0,1,1,100,106.73,4.75,5.44,100,187.82,183.47,"F",5,43,43.421252173913,138.0349,61.5934,91,45,66
"341",11.6832,"12",97.36,"0","Monthly","south Bohemia",10.3347,87,16,7,1,7,67,91.04,1.51,2.07,123,22.99,23.54,"F",9,48,26.965392,61.33,46.7522,40,58,70
"342",31.752,"60",52.92,"0","Monthly","central Bohemia",7.7963,60,23,4,2,4,51.5,85.46,2.95,4.02,126,26.4,31.2,"F",10,29,47.6497986622074,129.1673,35.6489,136,35,95
"343",7.326,"60",12.21,"0","Monthly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"F",5,56,32.6372605263158,87.4589,38.1894,69,33,60
"344",47.568,"48",99.1,"0","Monthly","north Bohemia",15.9617,29,19,8,1,9,85.2,91.98,3.33,4.28,131,57.96,61.32,"F",4,30,46.8952776397516,114.9328,66.0089,44,36,52
"345",4.4304,"24",18.46,"0","Monthly","north Bohemia",8.5852,41,23,4,2,4,59.8,89.65,7.08,8.23,104,26.53,28.22,"M",10,30,57.2882482905983,77.2917,26.0885,78,35,89
"346",7.2504,"24",30.21,"0","Monthly","west Bohemia",12.2603,25,21,6,2,8,80,89.91,1.39,2.01,128,51.98,52.73,"F",10,46,40.6496976666667,114.0901,34.7812,146,39,82
"347",5.9136,"48",12.32,"0","Monthly","west Bohemia",17.0449,0,0,0,1,1,100,107.87,2.64,3.09,131,60.41,62.61,"F",8,17,25.1979228571429,26.0425,17.7066,22,48,74
"348",7.1976,"24",29.99,"1","AfterTrans","east Bohemia",16.1854,73,21,6,1,6,76.3,94.25,1.72,2.5,125,40.85,38.91,"M",18,31,45.8665211221122,117.1886,93.773,21,58,146
"349",3.5904,"48",7.48,"0","Monthly","north Moravia",22.8848,15,40,18,2,6,57.2,98.93,4.09,4.72,96,56.23,58.87,"M",9,51,17.0138696850394,27.398,10.2168,128,43,52
"350",8.8704,"48",18.48,"0","Monthly","west Bohemia",8.7419,21,11,4,3,9,85.5,86.24,1.79,2.66,102,28.79,31.98,"F",22,36,17.32522,34.0977,22.1333,62,61,93
"351",11.9136,"48",24.82,"0","Monthly","north Bohemia",11.4006,71,26,6,2,9,62.3,90.65,4.46,5.39,123,41.47,41.66,"F",21,33,54.140816015625,126.4987,67.3619,22,52,139
"352",15.018,"60",25.03,"0","Weekly","south Moravia",11.0643,49,41,4,1,4,51.9,84.41,3.45,4.48,115,18.79,22.52,"M",6,59,63.042460952381,190.7481,100.6092,65,51,69
"353",9.018,"36",25.05,"0","Monthly","west Bohemia",7.2541,66,26,10,0,8,36.9,85.94,1.62,2.01,112,15.8,15.25,"M",4,36,29.3599611842105,79.4786,43.0097,44,3,53
"354",6.7464,"12",56.22,"0","Monthly","north Bohemia",12.5236,28,11,1,4,5,87.7,96.75,6.43,7.68,100,53.23,51.9,"M",11,61,52.6735157894737,179.7724,91.9946,12,2,110
"355",6.7464,"12",56.22,"0","Monthly","north Bohemia",12.5236,28,11,1,4,5,87.7,96.75,6.43,7.68,100,53.23,51.9,"M",11,61,55.7952157894737,179.8315,92.1339,12,2,110
"356",34.128,"60",56.88,"0","Monthly","central Bohemia",8.1344,61,23,4,2,6,55.3,88.99,3.39,3.97,149,29.87,24.87,"M",13,47,44.1122878787879,199.3566,110.0531,22,1,99
"357",8.328,"48",17.35,"0","Monthly","north Bohemia",11.4006,71,26,6,2,9,62.3,90.65,4.46,5.39,123,41.47,41.66,"F",20,55,42.4749993006993,57.2018,42.2175,21,45,133
"358",9.7176,"24",40.49,"0","Monthly","central Bohemia",11.2065,95,19,7,1,8,69.4,112.77,1.25,1.44,127,51.79,49.87,"F",4,42,58.5749725490196,247.7669,127.9627,21,1,74
"359",16.2624,"48",33.88,"0","Monthly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"F",19,39,36.2987486394558,105.3885,42.3859,94,6,112
"360",2.2932,"36",6.37,"0","Monthly","east Bohemia",13.9012,59,41,8,3,10,61.9,83.63,2.52,3.49,108,25.64,27.99,"F",7,43,40.347106372549,68.3318,24.4585,71,31,73
"361",1.7184,"12",14.32,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",10,52,32.4352546875,61.0915,21.2358,93,39,92
"362",6.6696,"24",27.79,"1","Monthly","central Bohemia",7.5232,55,26,4,1,5,41.7,89.8,1.95,2.21,111,28.24,28.13,"F",7,30,28.4857248322148,131.1049,72.9898,15,28,81
"363",7.608,"12",63.4,"0","Monthly","central Bohemia",9.5616,65,30,4,1,6,51.4,93.07,3.85,4.43,118,26.16,30.4,"F",12,17,60.8570804597701,200.8951,69.0264,70,3,112
"364",8.4288,"48",17.56,"0","Monthly","south Moravia",16.1954,21,37,20,3,8,48,87.2,3.73,4.5,116,37.29,36.51,"F",4,19,33.2580778443114,63.6128,27.012,62,29,51
"365",6.798,"12",56.65,"0","Monthly","south Moravia",12.5832,151,41,2,3,5,48.3,85.12,3.51,4.12,102,22.47,21.03,"F",3,51,44.8269197530864,64.8664,50.7619,12,26,74
"366",9.4488,"24",39.37,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",8,38,61.1865841085271,160.8751,81.7889,75,58,95
"367",9.1632,"12",76.36,"0","Monthly","south Bohemia",7.4062,99,15,4,2,7,61.4,81.14,2.38,2.62,119,10.03,11.81,"M",12,53,17.8752830434783,37.8276,26.9895,69,65,63
"368",8.46,"36",23.5,"1","Monthly","south Moravia",38.757,0,0,0,1,1,100,98.97,1.6,1.96,140,187.21,186.96,"M",6,58,57.0866063492063,149.4785,108.9902,20,56,86
"369",7.404,"12",61.7,"0","Monthly","north Moravia",18.2027,17,49,12,2,7,56.4,87.46,3.33,3.74,90,43.55,44.33,"F",21,41,49.2311843828715,123.9326,35.3364,164,49,142
"370",10.224,"60",17.04,"0","Monthly","south Moravia",10.9164,98,16,6,1,4,63.6,87.57,3.38,3.95,96,22.12,24.71,"F",20,51,38.258,49.7598,29.3311,57,65,96
"371",14.814,"36",41.15,"0","Weekly","central Bohemia",5.3921,61,22,1,1,2,41.3,85.98,2.77,3.26,123,15.97,18.75,"F",20,35,42.9410075,127.7532,68.5518,21,5,132
"372",1.872,"60",3.12,"0","Monthly","west Bohemia",8.8757,60,33,3,2,10,61.7,85.54,2.47,2.68,113,18.22,22.18,"M",8,36,41.6216993975904,69.2598,35.1323,21,31,69
"373",2.7456,"12",22.88,"0","Weekly","north Moravia",16.1227,5,35,11,4,10,69.7,86.78,5.93,5.57,102,49.8,45.95,"M",8,29,49.2560897810219,180.6428,73.4088,90,53,102
"374",16.4256,"48",34.22,"0","Monthly","central Bohemia",7.5637,35,36,9,0,7,36.5,96.22,0.45,0.59,154,34.75,35.29,"M",15,24,52.2431477272727,103.5606,90.9348,20,57,116
"375",29.388,"60",48.98,"1","Weekly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"F",17,22,55.1955419642857,157.1468,108.5553,16,61,111
"376",9.8304,"12",81.92,"0","Monthly","south Bohemia",9.3931,74,21,10,1,8,56.9,84.27,1.12,1.54,107,18.74,19.13,"M",17,26,73.2716882113821,243.744,122.3644,12,9,145
"377",39.912,"60",66.52,"0","Monthly","north Moravia",13.8032,67,30,4,2,5,64.6,88.19,5.38,5.66,99,40.63,45.05,"F",15,54,39.4580246753247,75.803,58.699,20,37,65
"378",19.68,"24",82,"1","Monthly","central Bohemia",11.2065,95,19,7,1,8,69.4,112.77,1.25,1.44,127,51.79,49.87,"F",6,36,58.5741289308176,261.2726,131.4406,19,2,86
"379",9.9936,"24",41.64,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",19,31,63.4444299711816,101.8284,65.9715,89,62,111
"380",12.4344,"36",34.54,"0","Monthly","east Bohemia",16.1854,73,21,6,1,6,76.3,94.25,1.72,2.5,125,40.85,38.91,"F",20,17,32.102031661442,100.2417,39.3334,131,51,96
"381",3.9024,"12",32.52,"0","Monthly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"M",17,60,53.534155234657,137.5413,65.4323,82,53,103
"382",30.72,"60",51.2,"1","Monthly","south Moravia",10.7911,88,33,6,2,7,50.9,82.4,2.53,3.56,99,18.5,19.03,"M",12,35,31.6691150289017,131.7489,85.4477,10,37,94
"383",5.0112,"24",20.88,"0","Monthly","east Bohemia",16.258,83,26,5,1,6,72.8,95.38,1.51,1.81,111,60.79,54.1,"M",3,49,34.6753153439153,54.9345,31.5211,76,24,42
"384",23.916,"60",39.86,"0","Monthly","west Bohemia",6.7298,71,19,10,0,7,43.8,85.61,0.65,1.29,110,10.29,11.27,"M",14,50,33.2741756013746,127.0937,39.0333,138,2,83
"385",6.684,"24",27.85,"0","AfterTrans","south Bohemia",5.8796,22,16,7,1,5,51.9,90.45,3.13,3.6,124,18.45,18.79,"F",15,58,39.2655730941704,191.233,93.2724,51,4,98
"386",33.528,"48",69.85,"0","Weekly","south Moravia",16.1954,21,37,20,3,8,48,87.2,3.73,4.5,116,37.29,36.51,"F",15,44,40.5437669456067,225.1883,90.6758,80,1,88
"387",5.3232,"48",11.09,"0","Monthly","north Moravia",22.6122,32,50,7,4,4,62.6,89.94,3.8,4.79,110,96.72,92.08,"M",21,32,34.8169213114754,45.3225,17.7868,93,50,121
"388",7.6992,"24",32.08,"0","Monthly","north Moravia",32.387,0,0,0,1,1,100,106.73,4.75,5.44,100,187.82,183.47,"M",4,31,48.6842896341463,133.7325,90.1744,20,43,76
"389",3.9576,"12",32.98,"0","Monthly","north Moravia",22.8848,15,40,18,2,6,57.2,98.93,4.09,4.72,96,56.23,58.87,"F",11,32,26.0556617647059,71.693,45.3741,64,2,79
"390",22.0428,"36",61.23,"0","Monthly","north Moravia",10.6054,38,25,6,2,6,63.1,81.1,5.77,6.55,109,32.44,30.79,"M",5,34,58.8147838509317,249.1619,112.8295,41,1,69
"391",15.9744,"48",33.28,"0","Monthly","south Bohemia",7.0699,60,13,2,1,4,65.3,89.68,2.83,3.35,131,17.4,19.1,"F",9,24,51.8077226130653,159.6106,82.6047,62,46,66
"392",16.5168,"36",45.88,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",15,38,46.8926375494071,137.4209,61.6494,79,14,91
"393",26.832,"60",44.72,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",8,44,18.9902219653179,63.8928,32.4177,67,32,46
"394",10.026,"60",16.71,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",22,29,52.7472037634409,130.8354,91.03,19,43,80
"395",16.4196,"36",45.61,"0","AfterTrans","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"F",15,40,56.1577221153846,156.2785,110.3596,41,61,79
"396",10.6944,"24",44.56,"0","Monthly","south Moravia",8.6513,38,36,5,1,5,50.5,82.88,3.79,4.52,110,15.62,14.6,"F",4,44,40.0088526595745,164.9709,57.2242,78,2,60
"397",8.688,"12",72.4,"0","Monthly","south Bohemia",10.3347,87,16,7,1,7,67,91.04,1.51,2.07,123,22.99,23.54,"F",11,57,44.567110625,232.2569,141.7528,12,1,87
"398",10.008,"48",20.85,"0","Monthly","south Moravia",11.42,101,41,4,1,4,43.7,84.03,5.74,5.72,105,21.57,27.18,"F",3,31,29.3674157480315,60.3496,39.2409,36,8,39
"399",27.222,"60",45.37,"1","Monthly","west Bohemia",17.0449,0,0,0,1,1,100,107.87,2.64,3.09,131,60.41,62.61,"F",10,50,35.1731014018692,86.2821,65.5216,63,38,57
"400",30.966,"60",51.61,"0","Monthly","east Bohemia",12.1947,37,28,7,3,11,70.5,85.41,2.51,2.97,131,34.96,38.39,"F",4,38,37.1366588957055,111.4456,79.9471,38,1,55
"401",18.8616,"24",78.59,"0","Monthly","south Moravia",10.8871,41,29,7,2,6,62.1,84.44,3.24,3.47,106,25.95,23.05,"M",19,58,54.1255760869565,103.6602,104.5277,41,57,72
"402",21.33,"60",35.55,"0","Monthly","west Bohemia",7.2541,66,26,10,0,8,36.9,85.94,1.62,2.01,112,15.8,15.25,"F",6,42,36.2556973154362,123.0759,59.2786,39,28,58
"403",20.7264,"48",43.18,"0","AfterTrans","east Bohemia",9.5907,87,25,5,2,7,59.1,83.88,2.41,2.94,87,16.58,16.68,"M",9,34,50.082252688172,157.5234,97.0741,19,46,95
"404",8.736,"24",36.4,"0","Monthly","central Bohemia",9.5616,65,30,4,1,6,51.4,93.07,3.85,4.43,118,26.16,30.4,"M",7,60,55.3856202020202,159.8709,86.6672,43,46,80
"405",46.6608,"48",97.21,"0","Monthly","central Bohemia",7.7963,60,23,4,2,4,51.5,85.46,2.95,4.02,126,26.4,31.2,"F",19,51,43.064816509434,84.7912,51.9676,18,47,110
"406",38.5104,"48",80.23,"0","Monthly","south Moravia",38.757,0,0,0,1,1,100,98.97,1.6,1.96,140,187.21,186.96,"F",17,40,47.6770448559671,258.6697,104.4673,49,1,123
"407",4.29,"12",35.75,"0","Monthly","east Bohemia",12.1947,37,28,7,3,11,70.5,85.41,2.51,2.97,131,34.96,38.39,"M",21,32,54.6975832369942,156.6836,79.1257,84,79,138
"408",15.0912,"36",41.92,"0","Monthly","east Bohemia",10.2609,75,33,2,3,6,52,81.87,4.83,5.45,94,21.23,21.34,"F",11,21,55.3729464646465,123.232,83.132,18,52,99
"409",28.872,"48",60.15,"0","Monthly","east Bohemia",12.1947,37,28,7,3,11,70.5,85.41,2.51,2.97,131,34.96,38.39,"M",5,54,62.931238028169,192.7434,96.4694,18,1,74
"410",3.162,"60",5.27,"0","Monthly","central Bohemia",11.2065,95,19,7,1,8,69.4,112.77,1.25,1.44,127,51.79,49.87,"M",8,57,34.813648447205,71.5656,35.6308,40,31,64
"411",3.4572,"12",28.81,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",7,20,49.1527613793103,123.8445,82.6506,12,34,74
"412",3.3348,"12",27.79,"0","Monthly","central Bohemia",8.1344,61,23,4,2,6,55.3,88.99,3.39,3.97,149,29.87,24.87,"F",12,26,45.632477245509,148.3349,106.1438,12,42,83
"413",28.524,"60",47.54,"0","Monthly","north Moravia",32.387,0,0,0,1,1,100,106.73,4.75,5.44,100,187.82,183.47,"M",8,45,41.1427044554455,103.6661,68.5707,40,1,80
"414",8.8272,"48",18.39,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",13,18,15.2595916666667,39.9921,38.2631,45,3,51
